WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Pliskova Kr.,Sakkari M.,69.0,20.0,880.0,2130.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,3.25,1.33,3.36,1.37,3.36,1.4,3.14,1.35
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Juvan K.,Vondrousova M.,121.0,18.0,557.0,2307.0,1.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,2.62,1.44,2.99,1.44,3.1,1.49,2.82,1.41
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Sasnovich A.,Mertens E.,119.0,23.0,561.0,1950.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.75,1.4,2.81,1.49,2.88,1.53,2.69,1.45
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Dodin O.,Zidansek T.,116.0,71.0,579.0,840.0,2.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,2.5,1.5,2.49,1.59,2.65,1.59,2.47,1.53
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Samsonova L.,Flipkens K.,117.0,77.0,569.0,801.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.0,1.29,3.98,1.43,4.2,1.33,3.26
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Ferro F.,Podoroska N.,53.0,175.0,1047.0,352.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.4,2.75,1.4,3.19,1.44,3.19,1.39,2.92
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Martic P.,Van Uytvanck A.,15.0,57.0,2770.0,1035.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,1.43,3.04,1.43,3.53,1.38,2.96
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Giorgi C.,Peterson R.,89.0,44.0,732.0,1225.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.9,1.98,1.91,2.0,2.05,1.9,1.88
14,Palermo,Internazionali Femminili di Palermo,2020-08-04,International,Outdoor,Clay,1st Round,3,Kontaveit A.,Tig P.M.,22.0,85.0,2010.0,759.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.4,1.29,3.9,1.33,3.9,1.29,3.52
14,Palermo,Internazionali Femminili di Palermo,2020-08-05,International,Outdoor,Clay,2nd Round,3,Ferro F.,Alexandrova E.,53.0,27.0,1047.0,1775.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.75,2.0,1.71,2.28,1.8,2.35,1.69,2.14
14,Palermo,Internazionali Femminili di Palermo,2020-08-05,International,Outdoor,Clay,2nd Round,3,Sasnovich A.,Paolini J.,119.0,95.0,561.0,689.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.41,3.15,1.45,3.15,1.38,2.97
14,Palermo,Internazionali Femminili di Palermo,2020-08-05,International,Outdoor,Clay,2nd Round,3,Errani S.,Pliskova Kr.,167.0,69.0,368.0,880.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,3.25,1.33,3.67,1.33,3.67,1.4,3.23,1.33
14,Palermo,Internazionali Femminili di Palermo,2020-08-05,International,Outdoor,Clay,2nd Round,3,Cocciaretto E.,Vekic D.,156.0,24.0,402.0,1880.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,4.5,1.18,4.17,1.27,4.6,1.3,3.86,1.25
14,Palermo,Internazionali Femminili di Palermo,2020-08-06,International,Outdoor,Clay,2nd Round,3,Kontaveit A.,Siegemund L.,22.0,65.0,2010.0,910.0,3.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.5,2.82,1.55,2.96,1.46,2.65
14,Palermo,Internazionali Femminili di Palermo,2020-08-06,International,Outdoor,Clay,2nd Round,3,Martic P.,Samsonova L.,15.0,117.0,2770.0,569.0,5.0,7.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.33,3.25,1.4,3.23,1.4,3.5,1.33,3.23
14,Palermo,Internazionali Femminili di Palermo,2020-08-06,International,Outdoor,Clay,2nd Round,3,Giorgi C.,Juvan K.,89.0,121.0,732.0,557.0,3.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.61,2.2,1.78,2.16,1.78,2.35,1.67,2.17
14,Palermo,Internazionali Femminili di Palermo,2020-08-07,International,Outdoor,Clay,2nd Round,3,Yastremska D.,Dodin O.,25.0,116.0,1835.0,579.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.27,4.19,1.29,4.22,1.25,3.8
14,Palermo,Internazionali Femminili di Palermo,2020-08-07,International,Outdoor,Clay,Quarterfinals,3,Martic P.,Sasnovich A.,15.0,119.0,2770.0,561.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.57,2.25,1.64,2.41,1.66,2.45,1.59,2.32
14,Palermo,Internazionali Femminili di Palermo,2020-08-07,International,Outdoor,Clay,Quarterfinals,3,Kontaveit A.,Cocciaretto E.,22.0,156.0,2010.0,402.0,6.0,1.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.36,3.0,1.36,3.46,1.4,3.46,1.35,3.13
14,Palermo,Internazionali Femminili di Palermo,2020-08-07,International,Outdoor,Clay,Quarterfinals,3,Ferro F.,Errani S.,53.0,167.0,1047.0,368.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.24,4.54,1.29,4.6,1.23,4.01
14,Palermo,Internazionali Femminili di Palermo,2020-08-07,International,Outdoor,Clay,Quarterfinals,3,Giorgi C.,Yastremska D.,89.0,25.0,732.0,1835.0,4.0,6.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,3.0,1.36,3.38,1.37,3.42,1.44,3.06,1.36
14,Palermo,Internazionali Femminili di Palermo,2020-08-08,International,Outdoor,Clay,Semifinals,3,Kontaveit A.,Martic P.,22.0,15.0,2010.0,2770.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.66,1.97,1.93,2.33,1.93,2.19,1.66
14,Palermo,Internazionali Femminili di Palermo,2020-08-08,International,Outdoor,Clay,Semifinals,3,Ferro F.,Giorgi C.,53.0,89.0,1047.0,732.0,2.0,6.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,1.57,2.37,1.54,2.65,1.7,2.65,1.58,2.37
14,Palermo,Internazionali Femminili di Palermo,2020-08-09,International,Outdoor,Clay,The Final,3,Ferro F.,Kontaveit A.,53.0,22.0,1047.0,2010.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,2.1,1.66,2.18,1.77,2.5,1.84,2.09,1.73
15,Lexington,Top Seed Open,2020-08-10,International,Outdoor,Hard,1st Round,3,Bouzkova M.,Konta J.,48.0,15.0,1147.0,2803.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.8,1.9,1.98,1.91,2.0,2.07,1.86,1.92
15,Lexington,Top Seed Open,2020-08-10,International,Outdoor,Hard,1st Round,3,Linette M.,Davis L.,36.0,62.0,1472.0,967.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.83,2.08,1.83,2.2,1.74,2.04
15,Lexington,Top Seed Open,2020-08-10,International,Outdoor,Hard,1st Round,3,Brady J.,Watson H.,49.0,51.0,1144.0,1122.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.4,2.75,1.49,2.79,1.5,3.42,1.44,2.74
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Jabeur O.,Mcnally C.,39.0,124.0,1373.0,544.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.66,2.1,1.59,2.5,1.66,2.63,1.58,2.34
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Pegula J.,Zvonareva V.,81.0,267.0,783.0,215.0,6.0,1.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.28,3.5,1.39,3.24,1.42,3.72,1.36,3.09
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Sabalenka A.,Brengle M.,11.0,80.0,3615.0,786.0,6.0,1.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.22,4.0,1.23,4.66,1.25,5.1,1.2,4.42
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Blinkova A.,Ahn K.,61.0,96.0,969.0,668.0,2.0,6.0,6.0,4.0,3.0,1.0,1.0,1.0,Retired,1.53,2.37,1.58,2.52,1.65,2.52,1.57,2.38
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Bellis C.,Di Lorenzo F.,302.0,128.0,180.0,520.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,,,,,,,,
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Williams S.,Pera B.,9.0,60.0,3915.0,985.0,4.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.2,4.33,1.23,4.68,1.25,4.8,1.2,4.38
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Teichmann J.,Kalinskaya A.,63.0,114.0,924.0,596.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,2.25,1.57,2.05,1.85,2.31,1.85,2.15,1.69
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Govortsova O.,Mattek-Sands B.,135.0,358.0,477.0,131.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.57,2.25,1.58,2.52,1.7,2.56,1.6,2.31
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Gauff C.,Dolehide C.,53.0,134.0,1081.0,480.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.5,2.5,1.58,2.51,1.6,2.55,1.55,2.42
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Putintseva Y.,Tomljanovic A.,33.0,56.0,1525.0,1035.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,2.14,1.78,2.2,1.85,2.09,1.73
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Rogers S.,Doi M.,116.0,77.0,586.0,818.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.49,2.8,1.53,2.8,1.47,2.64
15,Lexington,Top Seed Open,2020-08-11,International,Outdoor,Hard,1st Round,3,Williams V.,Azarenka V.,67.0,58.0,900.0,992.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,2.4,1.63,2.4,1.71,2.23,1.64
15,Lexington,Top Seed Open,2020-08-12,International,Outdoor,Hard,1st Round,3,Fernandez L.,Stephens S.,120.0,37.0,569.0,1453.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.74,2.2,1.77,2.34,1.68,2.16
15,Lexington,Top Seed Open,2020-08-12,International,Outdoor,Hard,2nd Round,3,Jabeur O.,Govortsova O.,39.0,135.0,1373.0,477.0,3.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.44,2.62,1.52,2.74,1.57,2.9,1.47,2.66
15,Lexington,Top Seed Open,2020-08-12,International,Outdoor,Hard,2nd Round,3,Bouzkova M.,Blinkova A.,48.0,61.0,1147.0,969.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.41,3.17,1.46,3.35,1.37,3.03
15,Lexington,Top Seed Open,2020-08-12,International,Outdoor,Hard,2nd Round,3,Gauff C.,Sabalenka A.,53.0,11.0,1081.0,3615.0,7.0,6.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,2.37,1.53,2.49,1.61,2.6,1.61,2.46,1.53
15,Lexington,Top Seed Open,2020-08-13,International,Outdoor,Hard,2nd Round,3,Brady J.,Linette M.,49.0,36.0,1144.0,1472.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.79,1.56,2.79,1.48,2.6
15,Lexington,Top Seed Open,2020-08-13,International,Outdoor,Hard,2nd Round,3,Teichmann J.,Putintseva Y.,63.0,33.0,924.0,1525.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.4,3.22,1.4,3.22,1.45,2.89,1.4
15,Lexington,Top Seed Open,2020-08-13,International,Outdoor,Hard,2nd Round,3,Williams S.,Williams V.,9.0,67.0,3915.0,900.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.4,2.75,1.4,3.2,1.46,3.2,1.4,2.9
15,Lexington,Top Seed Open,2020-08-13,International,Outdoor,Hard,2nd Round,3,Bellis C.,Pegula J.,302.0,81.0,180.0,783.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.75,2.12,1.81,2.2,1.91,2.02,1.77
15,Lexington,Top Seed Open,2020-08-14,International,Outdoor,Hard,2nd Round,3,Rogers S.,Fernandez L.,116.0,120.0,586.0,569.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,2.5,1.5,2.61,1.56,2.65,1.57,2.49,1.52
15,Lexington,Top Seed Open,2020-08-14,International,Outdoor,Hard,Quarterfinals,3,Teichmann J.,Bellis C.,63.0,302.0,924.0,180.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.53,2.95,1.46,2.95,1.53,2.8,1.43
15,Lexington,Top Seed Open,2020-08-14,International,Outdoor,Hard,Quarterfinals,3,Rogers S.,Williams S.,116.0,9.0,586.0,3915.0,1.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,3.75,1.25,4.07,1.28,4.1,1.3,3.72,1.26
15,Lexington,Top Seed Open,2020-08-14,International,Outdoor,Hard,Quarterfinals,3,Brady J.,Bouzkova M.,49.0,48.0,1144.0,1147.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.56,2.61,1.58,2.61,1.52,2.49
15,Lexington,Top Seed Open,2020-08-15,International,Outdoor,Hard,Quarterfinals,3,Gauff C.,Jabeur O.,53.0,39.0,1081.0,1373.0,4.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.66,2.1,1.68,2.34,1.76,2.35,1.65,2.21
15,Lexington,Top Seed Open,2020-08-15,International,Outdoor,Hard,Semifinals,3,Teichmann J.,Rogers S.,63.0,116.0,924.0,586.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.72,2.22,1.74,2.28,1.89,2.11,1.72
15,Lexington,Top Seed Open,2020-08-15,International,Outdoor,Hard,Semifinals,3,Brady J.,Gauff C.,49.0,53.0,1144.0,1081.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.3,1.58,2.56,1.73,2.56,1.62,2.28
15,Lexington,Top Seed Open,2020-08-16,International,Outdoor,Hard,The Final,3,Brady J.,Teichmann J.,49.0,63.0,1144.0,924.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.0,1.36,3.46,1.4,3.75,1.34,3.24
16,Prague,J&T Banka Prague Open,2020-08-10,International,Outdoor,Clay,1st Round,3,Bouchard E.,Kudermetova V.,330.0,40.0,155.0,1373.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,2.5,1.5,2.55,1.57,2.56,1.59,2.45,1.53
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Martic P.,Gracheva V.,14.0,101.0,2850.0,646.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.29,3.96,1.3,4.2,1.26,3.82
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Mertens E.,Paolini J.,23.0,95.0,1950.0,689.0,7.0,5.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.25,3.75,1.3,3.82,1.3,4.0,1.27,3.67
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Begu I.,Sevastova A.,82.0,43.0,777.0,1288.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,2.72,1.51,2.93,1.83,2.71,1.46
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Rus A.,Pavlyuchenkova A.,70.0,30.0,869.0,1540.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,4.0,1.22,3.7,1.32,4.33,1.32,3.83,1.25
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Pliskova Kr.,Fruhvirtova L.,69.0,820.0,880.0,23.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.12,6.0,1.22,4.83,1.2,6.35,1.15,5.21
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Krejcikova B.,Tig P.M.,118.0,86.0,580.0,759.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.7,2.26,1.8,2.3,1.66,2.19
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Tsurenko L.,Alexandrova E.,139.0,27.0,460.0,1775.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.62,1.44,2.87,1.46,3.0,1.51,2.75,1.44
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Halep S.,Hercog P.,2.0,46.0,6076.0,1205.0,6.0,1.0,1.0,6.0,7.0,6.0,2.0,1.0,Completed,1.18,4.5,1.21,4.92,1.23,5.0,1.19,4.53
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Giorgi C.,Kostyuk M.,71.0,140.0,841.0,460.0,4.0,6.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,1.66,2.1,1.81,2.08,1.91,2.14,1.81,1.98
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Frech M.,Ruse E.G.,174.0,173.0,360.0,360.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.34,1.75,2.46,1.67,2.18
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Sorribes Tormo S.,Strycova B.,84.0,31.0,763.0,1530.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.95,1.8,1.92,1.97,2.07,1.97,1.93,1.84
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Bogdan A.,Sanders S.,92.0,275.0,710.0,207.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.22,4.0,1.29,3.91,1.29,4.5,1.24,3.97
16,Prague,J&T Banka Prague Open,2020-08-11,International,Outdoor,Clay,1st Round,3,Kung L.,Bolsova A.,157.0,102.0,408.0,645.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.95,1.8,2.31,1.66,2.31,1.8,2.2,1.66
16,Prague,J&T Banka Prague Open,2020-08-12,International,Outdoor,Clay,1st Round,3,Siegemund L.,Sherif M.,65.0,172.0,911.0,362.0,4.0,6.0,6.0,0.0,6.0,1.0,2.0,1.0,Completed,1.33,3.25,1.3,3.8,1.43,3.8,1.35,3.26
16,Prague,J&T Banka Prague Open,2020-08-12,International,Outdoor,Clay,1st Round,3,Zidansek T.,Siniakova K.,72.0,54.0,840.0,1045.0,6.0,3.0,3.0,6.0,6.0,0.0,2.0,1.0,Completed,1.8,1.95,2.02,1.87,2.0,1.95,1.88,1.88
16,Prague,J&T Banka Prague Open,2020-08-12,International,Outdoor,Clay,2nd Round,3,Pliskova Kr.,Martic P.,69.0,14.0,880.0,2850.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,2.62,1.44,2.8,1.5,2.8,1.53,2.65,1.47
16,Prague,J&T Banka Prague Open,2020-08-12,International,Outdoor,Clay,2nd Round,3,Bogdan A.,Tsurenko L.,92.0,139.0,710.0,460.0,,,,,,,,,Walkover,2.1,1.66,2.01,1.89,2.14,1.89,2.04,1.76
16,Prague,J&T Banka Prague Open,2020-08-12,International,Outdoor,Clay,2nd Round,3,Mertens E.,Giorgi C.,23.0,71.0,1950.0,841.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.66,2.1,1.88,2.03,1.88,2.15,1.77,2.03
16,Prague,J&T Banka Prague Open,2020-08-13,International,Outdoor,Clay,2nd Round,3,Bouchard E.,Zidansek T.,330.0,72.0,155.0,840.0,7.0,6.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,2.2,1.61,2.19,1.76,2.2,1.8,2.1,1.72
16,Prague,J&T Banka Prague Open,2020-08-13,International,Outdoor,Clay,2nd Round,3,Sorribes Tormo S.,Siegemund L.,84.0,65.0,763.0,911.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.9,1.92,1.99,1.95,2.0,1.88,1.91
16,Prague,J&T Banka Prague Open,2020-08-13,International,Outdoor,Clay,2nd Round,3,Frech M.,Rus A.,174.0,70.0,360.0,869.0,6.0,3.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,2.2,1.61,2.27,1.71,2.27,1.73,2.16,1.68
16,Prague,J&T Banka Prague Open,2020-08-13,International,Outdoor,Clay,2nd Round,3,Halep S.,Krejcikova B.,2.0,118.0,6076.0,580.0,3.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,1.2,4.33,1.21,4.98,1.25,5.35,1.19,4.6
16,Prague,J&T Banka Prague Open,2020-08-14,International,Outdoor,Clay,2nd Round,3,Begu I.,Kung L.,82.0,157.0,777.0,408.0,6.0,7.0,7.0,5.0,7.0,6.0,2.0,1.0,Completed,1.33,3.25,1.36,3.47,1.36,3.55,1.33,3.27
16,Prague,J&T Banka Prague Open,2020-08-14,International,Outdoor,Clay,Quarterfinals,3,Pliskova Kr.,Bogdan A.,69.0,92.0,880.0,710.0,2.0,5.0,,,,,0.0,0.0,Retired,1.36,3.0,1.5,2.79,1.5,3.05,1.43,2.78
16,Prague,J&T Banka Prague Open,2020-08-14,International,Outdoor,Clay,Quarterfinals,3,Mertens E.,Bouchard E.,23.0,330.0,1950.0,155.0,6.0,4.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.33,3.25,1.33,3.64,1.38,3.64,1.33,3.27
16,Prague,J&T Banka Prague Open,2020-08-14,International,Outdoor,Clay,Quarterfinals,3,Halep S.,Frech M.,2.0,174.0,6076.0,360.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.18,4.5,1.22,4.94,1.23,5.0,1.2,4.53
16,Prague,J&T Banka Prague Open,2020-08-15,International,Outdoor,Clay,Quarterfinals,3,Begu I.,Sorribes Tormo S.,82.0,84.0,777.0,763.0,6.0,2.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.8,1.95,3.38,1.36,3.1,2.12,1.97,1.91
16,Prague,J&T Banka Prague Open,2020-08-15,International,Outdoor,Clay,Semifinals,3,Mertens E.,Pliskova Kr.,23.0,69.0,1950.0,880.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.62,1.41,3.16,1.5,3.4,1.38,3.01
16,Prague,J&T Banka Prague Open,2020-08-15,International,Outdoor,Clay,Semifinals,3,Halep S.,Begu I.,2.0,82.0,6076.0,777.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.11,6.5,1.1,8.49,1.14,8.49,1.11,6.61
16,Prague,J&T Banka Prague Open,2020-08-16,International,Outdoor,Clay,The Final,3,Halep S.,Mertens E.,2.0,23.0,6076.0,1950.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.36,3.0,1.4,3.21,1.44,3.25,1.38,3.03
17,New York,Western & Southern Financial Group Women's Open,2020-08-22,Premier,Outdoor,Hard,1st Round,3,Alexandrova E.,Rybakina E.,27.0,17.0,1775.0,2471.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.0,1.75,2.12,1.79,2.12,1.83,2.04,1.77
17,New York,Western & Southern Financial Group Women's Open,2020-08-22,Premier,Outdoor,Hard,1st Round,3,Mladenovic K.,Sevastova A.,43.0,44.0,1335.0,1288.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.2,1.61,2.52,1.66,2.55,1.58,2.39,1.57
17,New York,Western & Southern Financial Group Women's Open,2020-08-22,Premier,Outdoor,Hard,1st Round,3,Pera B.,Watson H.,61.0,52.0,985.0,1122.0,6.0,1.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.66,2.1,1.75,2.25,1.75,2.19,1.69,2.15
17,New York,Western & Southern Financial Group Women's Open,2020-08-22,Premier,Outdoor,Hard,1st Round,3,Kudermetova V.,Tomljanovic A.,41.0,57.0,1373.0,1035.0,5.0,7.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,2.2,1.61,2.15,1.78,2.27,1.8,2.1,1.73
17,New York,Western & Southern Financial Group Women's Open,2020-08-22,Premier,Outdoor,Hard,1st Round,3,Sakkari M.,Gauff C.,21.0,50.0,2130.0,1173.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.25,1.57,2.52,1.58,2.52,1.63,2.39,1.57
17,New York,Western & Southern Financial Group Women's Open,2020-08-22,Premier,Outdoor,Hard,1st Round,3,Cornet A.,Mcnally C.,60.0,124.0,985.0,544.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.77,2.16,1.8,2.67,1.7,2.15
17,New York,Western & Southern Financial Group Women's Open,2020-08-22,Premier,Outdoor,Hard,1st Round,3,Azarenka V.,Vekic D.,59.0,24.0,992.0,1880.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.4,3.03,1.48,3.23,1.43,2.91,1.4
17,New York,Western & Southern Financial Group Women's Open,2020-08-23,Premier,Outdoor,Hard,1st Round,3,Yastremska D.,Williams V.,25.0,65.0,1835.0,929.0,5.0,7.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,1.5,2.5,1.56,2.7,1.57,2.57,1.53,2.5
17,New York,Western & Southern Financial Group Women's Open,2020-08-23,Premier,Outdoor,Hard,1st Round,3,Muchova K.,Li A.,26.0,133.0,1813.0,504.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.3,3.4,1.33,3.57,1.36,4.0,1.31,3.46
17,New York,Western & Southern Financial Group Women's Open,2020-08-23,Premier,Outdoor,Hard,1st Round,3,Anisimova A.,Riske A.,28.0,19.0,1717.0,2256.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.62,2.5,1.73,2.43,1.62,2.28
17,New York,Western & Southern Financial Group Women's Open,2020-08-23,Premier,Outdoor,Hard,1st Round,3,Bellis C.,Dodin O.,249.0,118.0,240.0,596.0,6.0,2.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,1.44,2.62,1.43,3.05,1.49,3.15,1.41,2.9
17,New York,Western & Southern Financial Group Women's Open,2020-08-23,Premier,Outdoor,Hard,1st Round,3,Mertens E.,Peterson R.,22.0,46.0,2070.0,1225.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.4,1.29,3.91,1.34,3.91,1.29,3.55
